,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type
4602,Medium,303.0,311.0,1409.0,41.7,120.0,No Failure
4603,High,302.9,311.0,1452.0,58.3,123.0,No Failure
4604,Low,302.9,311.0,1820.0,24.6,128.0,No Failure
4605,High,302.9,311.0,1469.0,48.7,130.0,No Failure
4606,Low,302.9,311.1,1556.0,45.3,135.0,No Failure
4607,Low,303.0,311.1,1895.5,20.2,137.0,No Failure
4608,Medium,303.0,311.2,1519.0,38.0,139.0,No Failure
4609,Low,303.0,311.2,1456.0,44.0,142.0,No Failure
4610,Low,303.1,311.2,1394.0,45.3,144.0,No Failure
4611,Low,303.0,311.3,1365.0,56.2,146.0,Heat Dissipation Failure
4612,Low,303.0,311.3,1895.5,16.5,148.0,No Failure
4613,Low,303.1,311.3,1403.0,55.6,150.0,No Failure
4614,High,303.0,311.2,1503.0,37.0,152.0,No Failure
4615,Low,303.0,311.3,1793.0,29.3,157.0,No Failure
4616,Low,303.1,311.4,1829.0,24.5,159.0,No Failure
4617,Medium,303.1,311.4,1831.0,23.3,161.0,No Failure
4618,Medium,303.0,311.3,1335.0,53.6,164.0,Heat Dissipation Failure
4619,High,303.1,311.3,1895.5,19.7,167.0,No Failure
4620,Low,303.1,311.3,1336.0,52.6,172.0,Heat Dissipation Failure
4621,Low,303.0,311.2,1341.0,51.0,174.0,Heat Dissipation Failure
4622,Medium,303.0,311.1,1526.0,37.3,176.0,No Failure
4623,Low,303.0,311.1,1525.0,40.7,179.0,No Failure
4624,Medium,303.0,311.1,1428.0,39.8,181.0,No Failure
4625,Low,303.0,311.2,1511.0,45.7,184.0,No Failure
4626,Low,303.0,311.2,1664.0,29.8,186.0,No Failure
4627,Medium,303.0,311.2,1592.0,38.9,188.0,No Failure
4628,Medium,303.0,311.1,1597.0,36.7,191.0,No Failure
4629,Low,303.0,311.2,1735.0,26.1,194.0,No Failure
4630,Low,302.9,311.2,1751.0,23.8,196.0,No Failure
4631,Low,303.0,311.2,1383.0,44.6,198.0,No Failure
4632,Medium,302.9,311.2,1330.0,53.7,200.0,Heat Dissipation Failure
4633,Low,303.0,311.2,1382.0,50.5,203.0,No Failure
4634,Low,303.0,311.2,1755.0,30.4,205.0,No Failure
4635,Medium,303.0,311.2,1614.0,35.7,207.0,No Failure
4636,Low,303.0,311.3,1466.0,43.0,210.0,No Failure
4637,Medium,303.1,311.3,1847.0,24.7,212.0,No Failure
4638,Low,303.1,311.3,1474.0,34.8,215.0,No Failure
4639,Low,303.1,311.3,1657.0,31.8,217.0,No Failure
4640,Low,303.1,311.2,1435.0,40.1,219.0,No Failure
4641,High,303.1,311.3,1494.0,42.7,221.0,No Failure
4642,Low,303.2,311.4,1238.0,54.6,226.0,Heat Dissipation Failure
4643,Low,303.2,311.4,1324.0,54.2,228.0,Heat Dissipation Failure
4644,Low,303.2,311.4,1514.0,41.2,230.0,No Failure
4645,Low,303.3,311.4,1732.0,25.6,232.0,No Failure
4646,Low,303.3,311.4,1497.0,46.0,234.0,Tool Wear Failure
4647,Low,303.3,311.4,1895.5,21.5,0.0,No Failure
4648,Low,303.3,311.4,1630.0,32.5,2.0,No Failure
4649,Medium,303.3,311.4,1395.0,59.1,4.0,No Failure
4650,Low,303.3,311.4,1658.0,30.5,7.0,No Failure
4651,Low,303.2,311.4,1349.0,51.1,9.0,Heat Dissipation Failure
4652,Low,303.1,311.2,1452.0,52.9,11.0,No Failure
4653,Medium,303.1,311.1,1594.0,35.5,13.0,No Failure
4654,Medium,303.1,311.0,1510.0,47.6,16.0,No Failure
4655,Low,303.1,311.1,1854.0,22.6,19.0,No Failure
4656,Low,303.1,311.2,1626.0,32.3,21.0,No Failure
4657,Low,303.1,311.2,1628.0,35.2,23.0,No Failure
4658,Low,303.1,311.2,1679.0,34.8,25.0,No Failure
4659,Medium,303.1,311.2,1489.0,44.5,27.0,No Failure
4660,Low,303.2,311.2,1439.0,43.9,30.0,No Failure
4661,Low,303.3,311.3,1350.0,48.1,32.0,Heat Dissipation Failure
4662,High,303.3,311.2,1607.0,31.7,34.0,No Failure
4663,Low,303.3,311.3,1389.0,53.9,39.0,No Failure
4664,Medium,303.3,311.3,1566.0,46.1,41.0,No Failure
4665,Medium,303.4,311.4,1307.0,54.0,44.0,Heat Dissipation Failure
4666,Medium,303.3,311.5,1569.0,36.6,47.0,No Failure
4667,High,303.3,311.4,1651.0,30.6,50.0,No Failure
4668,High,303.3,311.4,1692.0,27.9,55.0,No Failure
4669,Medium,303.3,311.5,1373.0,47.3,60.0,Heat Dissipation Failure
4670,Low,303.2,311.4,1610.0,35.5,63.0,No Failure
4671,Low,303.3,311.4,1511.0,43.4,65.0,No Failure
4672,Low,303.3,311.5,1412.0,55.6,67.0,No Failure
4673,Low,303.4,311.5,1501.0,36.2,69.0,No Failure
4674,Low,303.4,311.5,1414.0,44.8,71.0,No Failure
4675,High,303.5,311.5,1629.0,33.5,73.0,No Failure
4676,Low,303.4,311.5,1879.0,21.3,78.0,No Failure
4677,High,303.5,311.6,1466.0,47.0,80.0,No Failure
4678,High,303.6,311.7,1476.0,40.1,85.0,No Failure
4679,Low,303.6,311.8,1695.0,30.7,90.0,No Failure
4680,Low,303.6,311.7,1491.0,39.8,92.0,No Failure
4681,Medium,303.6,311.8,1659.0,34.7,94.0,No Failure
4682,Low,303.6,311.8,1567.0,31.7,97.0,No Failure
4683,Low,303.6,311.8,1736.0,32.9,99.0,No Failure
4684,Medium,303.6,311.8,1421.0,44.8,101.0,No Failure
4685,Medium,303.6,311.8,1627.0,30.8,104.0,No Failure
4686,Medium,303.5,311.6,1562.0,34.2,107.0,No Failure
4687,Low,303.5,311.6,1895.5,17.0,110.0,No Failure
4688,Low,303.5,311.6,1577.0,38.1,112.0,No Failure
4689,Medium,303.4,311.5,1560.0,36.4,114.0,No Failure
4690,Medium,303.4,311.5,1483.0,43.0,117.0,No Failure
4691,Low,303.5,311.5,1535.0,33.3,120.0,No Failure
4692,Medium,303.4,311.4,1606.0,29.6,122.0,No Failure
4693,Medium,303.4,311.5,1817.0,24.7,125.0,No Failure
4694,Low,303.4,311.5,1424.0,50.8,128.0,No Failure
4695,Low,303.3,311.6,1514.0,34.7,130.0,No Failure
4696,Low,303.4,311.6,1449.0,41.7,132.0,No Failure
4697,Medium,303.5,311.6,1573.0,34.0,134.0,No Failure
4698,Low,303.4,311.6,1564.0,41.9,137.0,No Failure
4699,Low,303.5,311.6,1428.0,46.2,139.0,No Failure
4700,Low,303.5,311.7,1620.0,31.0,141.0,No Failure
4701,High,303.5,311.7,1584.0,32.7,143.0,No Failure
4702,Low,303.6,311.8,1222.0,66.8,148.0,Heat Dissipation Failure
4703,Medium,303.6,311.8,1432.0,42.5,150.0,No Failure
4704,Low,303.7,311.9,1561.0,33.3,153.0,No Failure
4705,Low,303.6,311.8,1614.0,33.2,155.0,No Failure
4706,Low,303.5,311.7,1895.5,22.3,157.0,No Failure
4707,Low,303.5,311.8,1895.5,23.5,159.0,No Failure
4708,Low,303.4,311.7,1793.0,25.8,161.0,No Failure
4709,Medium,303.4,311.6,1446.0,50.0,163.0,No Failure
4710,Low,303.4,311.7,1673.0,32.2,166.0,No Failure
4711,Medium,303.4,311.7,1515.0,44.2,168.0,No Failure
4712,Low,303.4,311.8,1564.0,35.9,171.0,No Failure
4713,Low,303.5,311.8,1451.0,45.2,173.0,No Failure
4714,High,303.4,311.8,1693.0,28.3,175.0,No Failure
4715,Low,303.4,311.7,1476.0,42.3,180.0,No Failure
4716,Low,303.4,311.6,1712.0,30.1,182.0,No Failure
4717,Medium,303.4,311.6,1425.0,45.4,184.0,No Failure
4718,Low,303.3,311.6,1337.0,56.8,187.0,Heat Dissipation Failure
4719,Medium,303.4,311.7,1690.0,34.9,189.0,No Failure
4720,Medium,303.4,311.7,1353.0,44.1,192.0,Heat Dissipation Failure
4721,Low,303.5,311.8,1895.5,21.9,195.0,No Failure
4722,Medium,303.4,311.8,1391.0,42.7,197.0,No Failure
4723,Low,303.4,311.8,1366.0,50.9,200.0,Heat Dissipation Failure
4724,Low,303.4,311.9,1771.0,31.6,202.0,No Failure
4725,Medium,303.4,311.8,1515.0,42.6,204.0,No Failure
4726,Medium,303.4,311.8,1895.5,18.3,207.0,No Failure
4727,Medium,303.4,311.8,1341.0,47.0,210.0,Heat Dissipation Failure
4728,Low,303.4,311.7,1406.0,47.1,213.0,No Failure
4729,Low,303.4,311.8,1306.0,61.0,215.0,Heat Dissipation Failure
4730,Low,303.3,311.7,1508.0,35.5,217.0,No Failure
4731,Low,303.3,311.6,1301.0,45.1,219.0,Heat Dissipation Failure
4732,Low,303.3,311.7,1539.0,38.5,221.0,No Failure
4733,Low,303.3,311.6,1484.0,44.6,223.0,No Failure
4734,Low,303.2,311.5,1507.0,39.2,225.0,No Failure
4735,Low,303.2,311.5,1544.0,42.5,227.0,No Failure
4736,Low,303.2,311.5,1513.0,37.9,0.0,No Failure
4737,Medium,303.2,311.5,1336.0,58.2,2.0,Heat Dissipation Failure
4738,Medium,303.2,311.4,1895.5,19.0,5.0,No Failure
4739,Low,303.2,311.4,1351.0,53.8,8.0,Heat Dissipation Failure
4740,Low,303.3,311.5,1601.0,35.2,10.0,No Failure
4741,Low,303.2,311.3,1393.0,52.9,12.0,No Failure
4742,Low,303.3,311.3,1592.0,33.7,14.0,No Failure
4743,Low,303.3,311.3,1409.0,51.8,16.0,No Failure
4744,Low,303.3,311.3,1393.0,47.4,18.0,No Failure
4745,High,303.2,311.2,1475.0,43.1,20.0,No Failure
4746,Low,303.2,311.2,1427.0,45.6,25.0,No Failure
4747,Low,303.3,311.2,1763.0,27.3,27.0,No Failure
4748,Low,303.2,311.2,1363.0,46.7,29.0,Heat Dissipation Failure
4749,Low,303.2,311.2,1404.0,50.9,31.0,No Failure
4750,Medium,303.2,311.2,1688.0,31.9,33.0,No Failure
4751,Low,303.3,311.4,1510.0,37.3,36.0,No Failure
4752,High,303.3,311.3,1502.0,39.5,38.0,No Failure
4753,High,303.2,311.4,1607.0,36.6,43.0,No Failure
4754,Medium,303.3,311.5,1384.0,54.8,48.0,No Failure
4755,Low,303.4,311.7,1295.0,51.3,51.0,Heat Dissipation Failure
4756,High,303.4,311.7,1895.5,19.0,53.0,No Failure
4757,Low,303.4,311.6,1497.0,42.8,58.0,No Failure
4758,Low,303.5,311.6,1465.0,48.7,60.0,No Failure
4759,Low,303.5,311.6,1361.0,46.5,62.0,Heat Dissipation Failure
4760,Low,303.6,311.7,1546.0,38.5,64.0,No Failure
4761,High,303.7,311.9,1332.0,52.7,66.0,Heat Dissipation Failure
4762,Medium,303.7,312.0,1895.5,12.800000000000011,71.0,Power Failure
4763,Low,303.7,312.1,1443.0,45.9,74.0,No Failure
4764,Medium,303.7,312.0,1402.0,48.6,76.0,No Failure
4765,Low,303.7,312.0,1892.0,22.5,79.0,No Failure
4766,Medium,303.6,312.0,1645.0,35.7,81.0,No Failure
4767,Low,303.6,311.9,1473.0,50.1,84.0,No Failure
4768,Low,303.6,312.0,1309.0,52.9,86.0,Heat Dissipation Failure
4769,High,303.6,311.9,1544.0,37.1,88.0,No Failure
4770,Low,303.5,311.9,1344.0,49.3,93.0,Heat Dissipation Failure
4771,Medium,303.6,311.9,1617.0,36.0,95.0,No Failure
4772,Medium,303.6,312.0,1435.0,37.9,98.0,No Failure
4773,Low,303.6,312.0,1391.0,50.3,101.0,No Failure
4774,Low,303.6,312.0,1827.0,23.3,103.0,No Failure
4775,Low,303.5,312.0,1761.0,25.8,105.0,No Failure
4776,Low,303.5,312.1,1522.0,36.4,107.0,No Failure
4777,Medium,303.5,312.2,1818.0,23.6,109.0,No Failure
4778,High,303.6,312.2,1371.0,54.6,112.0,Heat Dissipation Failure
4779,Low,303.7,312.3,1511.0,38.9,117.0,No Failure
4780,Low,303.7,312.4,1404.0,46.6,119.0,No Failure
4781,Low,303.7,312.3,1384.0,45.9,121.0,No Failure
4782,Low,303.8,312.5,1368.0,52.6,123.0,No Failure
4783,Low,303.7,312.5,1641.0,36.0,125.0,No Failure
4784,Low,303.9,312.6,1642.0,32.3,127.0,No Failure
4785,High,303.9,312.7,1401.0,50.0,129.0,No Failure
4786,Low,303.8,312.6,1577.0,41.3,134.0,No Failure
4787,Low,303.7,312.6,1396.0,44.1,136.0,No Failure
4788,High,303.7,312.6,1514.0,35.5,138.0,No Failure
4789,Low,303.8,312.8,1646.0,35.8,143.0,No Failure
4790,Low,303.8,312.8,1443.0,40.7,145.0,No Failure
4791,Medium,303.7,312.7,1469.0,48.5,147.0,No Failure
4792,High,303.7,312.7,1564.0,40.2,150.0,No Failure
4793,High,303.6,312.6,1498.0,40.2,155.0,No Failure
4794,Low,303.6,312.6,1699.0,27.9,160.0,No Failure
4795,Low,303.6,312.5,1431.0,49.0,162.0,No Failure
4796,Low,303.5,312.4,1390.0,47.3,164.0,No Failure
4797,Low,303.5,312.5,1380.0,46.1,166.0,No Failure
4798,Low,303.5,312.5,1457.0,46.4,168.0,No Failure
4799,Low,303.5,312.5,1418.0,42.2,170.0,No Failure
4800,Medium,303.5,312.5,1353.0,51.0,172.0,No Failure
4801,Low,303.5,312.4,1574.0,32.7,175.0,No Failure
4802,Medium,303.5,312.4,1318.0,54.2,177.0,No Failure
4803,Low,303.6,312.5,1710.0,31.4,180.0,No Failure
4804,Low,303.7,312.6,1621.0,38.8,182.0,No Failure
4805,Low,303.6,312.6,1606.0,33.6,184.0,No Failure
4806,High,303.6,312.5,1375.0,54.0,186.0,No Failure
4807,Low,303.5,312.4,1503.0,36.5,191.0,No Failure
4808,Low,303.5,312.3,1404.0,48.6,193.0,No Failure
4809,Low,303.4,312.2,1656.0,32.7,195.0,No Failure
4810,Medium,303.4,312.1,1499.0,39.4,197.0,No Failure
4811,Medium,303.4,312.0,1748.0,28.4,200.0,No Failure
4812,Low,303.4,311.9,1531.0,37.9,203.0,No Failure
4813,Medium,303.3,311.8,1536.0,40.6,205.0,No Failure
4814,Low,303.4,311.8,1401.0,53.0,208.0,Overstrain Failure
4815,High,303.4,311.9,1534.0,33.2,210.0,No Failure
4816,Low,303.4,312.0,1521.0,35.9,215.0,Tool Wear Failure
4817,Low,303.5,312.1,1674.0,30.8,0.0,No Failure
4818,Medium,303.6,312.1,1895.5,20.9,2.0,No Failure
4819,Low,303.6,312.2,1696.0,30.7,5.0,No Failure
4820,Medium,303.6,312.1,1627.0,32.5,7.0,No Failure
4821,Low,303.5,311.9,1405.0,45.6,10.0,No Failure
4822,Low,303.5,311.9,1565.0,38.9,12.0,No Failure
4823,Low,303.5,311.9,1493.0,38.7,14.0,No Failure
4824,Low,303.4,311.8,1499.0,45.0,16.0,No Failure
4825,Low,303.3,311.8,1692.0,30.6,18.0,No Failure
4826,Low,303.4,311.8,1895.5,15.8,20.0,No Failure
4827,Low,303.4,311.8,1438.0,58.9,22.0,No Failure
4828,Low,303.5,311.9,1515.0,39.2,24.0,No Failure
4829,Low,303.4,311.9,1491.0,38.2,26.0,No Failure
4830,Low,303.5,312.0,1756.0,29.7,28.0,No Failure
4831,Low,303.5,312.0,1366.0,54.5,30.0,Heat Dissipation Failure
4832,Low,303.5,312.0,1436.0,45.1,32.0,No Failure
4833,Low,303.4,311.9,1377.0,41.6,34.0,Heat Dissipation Failure
4834,Medium,303.4,311.9,1510.0,42.2,36.0,No Failure
4835,Medium,303.4,311.9,1419.0,50.9,39.0,No Failure
4836,Low,303.3,311.8,1315.0,62.0,42.0,Heat Dissipation Failure
4837,High,303.3,311.8,1806.0,27.7,44.0,No Failure
4838,High,303.3,311.8,1649.0,29.4,49.0,No Failure
4839,High,303.4,311.9,1402.0,50.0,54.0,No Failure
4840,Low,303.4,311.9,1298.0,63.9,59.0,Heat Dissipation Failure
4841,Medium,303.3,311.8,1441.0,44.9,61.0,No Failure
4842,Medium,303.3,311.8,1489.0,49.4,64.0,No Failure
4843,Low,303.3,311.8,1842.0,24.5,67.0,No Failure
4844,Medium,303.4,311.8,1316.0,50.9,69.0,Heat Dissipation Failure
4845,Medium,303.3,311.8,1583.0,33.3,72.0,No Failure
4846,Medium,303.3,311.8,1548.0,33.5,75.0,No Failure
4847,Low,303.4,311.9,1434.0,44.6,78.0,No Failure
4848,High,303.5,312.0,1397.0,52.9,80.0,No Failure
4849,Medium,303.5,312.0,1475.0,42.9,85.0,No Failure
4850,Low,303.5,312.0,1441.0,56.8,88.0,No Failure
4851,Low,303.7,312.1,1363.0,51.8,90.0,Heat Dissipation Failure
4852,Low,303.7,312.2,1619.0,34.9,92.0,No Failure
4853,Low,303.7,312.2,1487.0,34.0,94.0,No Failure
4854,Low,303.7,312.2,1568.0,33.8,96.0,No Failure
4855,Low,303.7,312.3,1375.0,46.2,98.0,No Failure
4856,Medium,303.6,312.3,1698.0,31.3,100.0,No Failure
4857,Low,303.7,312.3,1606.0,37.4,103.0,No Failure
4858,Low,303.7,312.3,1349.0,51.0,105.0,No Failure
4859,Low,303.7,312.4,1535.0,38.6,107.0,No Failure
4860,Medium,303.6,312.4,1504.0,49.5,109.0,No Failure
4861,Low,303.5,312.3,1895.5,21.1,112.0,No Failure
4862,Low,303.5,312.1,1326.0,55.7,114.0,No Failure
4863,Medium,303.6,312.3,1895.5,22.3,116.0,No Failure
4864,Low,303.6,312.3,1451.0,43.4,119.0,No Failure
4865,Medium,303.5,312.3,1624.0,34.8,121.0,No Failure
4866,Low,303.6,312.4,1781.0,28.7,124.0,No Failure
4867,Low,303.6,312.5,1345.0,54.1,126.0,No Failure
4868,Low,303.6,312.4,1418.0,46.0,128.0,No Failure
4869,Low,303.7,312.4,1718.0,26.5,130.0,No Failure
4870,Medium,303.7,312.4,1631.0,28.5,132.0,No Failure
4871,Low,303.7,312.4,1513.0,40.1,135.0,No Failure
4872,Low,303.7,312.4,1316.0,59.3,137.0,No Failure
4873,Medium,303.7,312.4,1474.0,38.8,139.0,No Failure
4874,Low,303.8,312.5,1619.0,30.9,142.0,No Failure
4875,Low,303.7,312.4,1702.0,31.2,144.0,No Failure
4876,Medium,303.7,312.4,1540.0,37.4,146.0,No Failure
4877,Medium,303.7,312.4,1546.0,33.7,149.0,No Failure
4878,Low,303.7,312.4,1348.0,51.0,152.0,No Failure
4879,High,303.7,312.5,1520.0,35.6,154.0,No Failure
4880,Medium,303.8,312.6,1527.0,41.9,159.0,No Failure
4881,Medium,303.8,312.6,1406.0,47.1,162.0,No Failure
4882,Low,303.7,312.5,1462.0,46.2,165.0,No Failure
4883,Medium,303.8,312.6,1684.0,29.3,167.0,No Failure
4884,High,303.8,312.5,1655.0,28.0,170.0,No Failure
4885,High,303.8,312.5,1748.0,25.1,175.0,No Failure
4886,Low,303.8,312.5,1372.0,45.7,180.0,No Failure
4887,Low,303.7,312.5,1481.0,33.3,182.0,No Failure
4888,Low,303.7,312.4,1512.0,39.2,184.0,No Failure
4889,Low,303.7,312.5,1632.0,36.6,186.0,No Failure
4890,Low,303.7,312.4,1525.0,43.9,188.0,No Failure
4891,Medium,303.7,312.3,1756.0,26.4,190.0,No Failure
4892,Low,303.7,312.3,1895.5,23.1,193.0,No Failure
4893,Medium,303.8,312.5,1448.0,44.3,195.0,No Failure
4894,High,303.8,312.5,1447.0,46.6,198.0,No Failure
4895,Medium,303.8,312.4,1597.0,33.4,203.0,No Failure
4896,Medium,303.7,312.4,1642.0,32.3,206.0,No Failure
4897,High,303.8,312.5,1525.0,38.0,209.0,No Failure
4898,High,303.6,312.4,1460.0,53.7,214.0,No Failure
4899,Low,303.6,312.3,1895.5,17.7,219.0,No Failure
4900,Low,303.6,312.4,1388.0,41.9,221.0,No Failure
4901,Medium,303.6,312.3,1630.0,32.4,223.0,No Failure
4902,Low,303.6,312.3,1616.0,29.3,226.0,No Failure
4903,Low,303.6,312.4,1895.5,16.8,0.0,No Failure
4904,High,303.6,312.4,1480.0,50.7,2.0,No Failure
4905,Low,303.6,312.4,1363.0,53.1,7.0,No Failure
4906,High,303.6,312.4,1436.0,45.6,9.0,No Failure
4907,Medium,303.6,312.5,1607.0,33.7,14.0,No Failure
4908,Medium,303.6,312.5,1459.0,48.2,17.0,No Failure
4909,Low,303.5,312.4,1481.0,43.7,20.0,No Failure
4910,Medium,303.5,312.4,1606.0,31.7,22.0,No Failure
4911,Low,303.5,312.3,1681.0,29.8,25.0,No Failure
4912,Low,303.5,312.2,1511.0,37.1,27.0,No Failure
4913,Medium,303.5,312.3,1593.0,35.2,29.0,No Failure
4914,Medium,303.5,312.3,1532.0,41.7,32.0,No Failure
4915,High,303.5,312.3,1386.0,49.0,35.0,No Failure
4916,High,303.4,312.3,1769.0,27.9,40.0,No Failure
4917,Medium,303.4,312.2,1561.0,38.2,45.0,No Failure
4918,Low,303.3,312.2,1457.0,40.7,48.0,No Failure
4919,Low,303.3,312.2,1506.0,40.0,50.0,No Failure
4920,Low,303.4,312.2,1337.0,67.19999999999999,52.0,Power Failure
4921,Low,303.4,312.3,1287.0,54.8,54.0,No Failure
4922,Medium,303.4,312.2,1615.0,35.7,56.0,No Failure
4923,Medium,303.4,312.2,1895.5,23.5,59.0,No Failure
4924,High,303.4,312.3,1522.0,42.1,62.0,No Failure
4925,Low,303.4,312.3,1680.0,30.6,67.0,No Failure
4926,Low,303.4,312.3,1502.0,36.0,69.0,No Failure
4927,Medium,303.5,312.3,1543.0,33.3,71.0,No Failure
4928,Low,303.5,312.3,1584.0,35.2,74.0,No Failure
4929,Low,303.5,312.4,1340.0,44.5,76.0,No Failure
4930,Low,303.4,312.3,1663.0,33.9,78.0,No Failure
4931,Medium,303.3,312.1,1693.0,30.0,80.0,No Failure
4932,Low,303.3,312.1,1418.0,44.7,83.0,No Failure
4933,High,303.4,312.2,1554.0,36.8,85.0,No Failure
4934,Low,303.4,312.2,1580.0,35.8,90.0,No Failure
4935,Low,303.4,312.3,1479.0,42.8,92.0,No Failure
4936,Low,303.5,312.4,1284.0,67.19999999999999,94.0,Power Failure
4937,Low,303.4,312.3,1540.0,38.7,96.0,No Failure
4938,Medium,303.5,312.4,1606.0,30.1,98.0,No Failure
4939,Low,303.6,312.5,1286.0,62.4,101.0,No Failure
4940,Low,303.6,312.6,1502.0,39.5,103.0,No Failure
4941,Medium,303.6,312.7,1699.0,31.5,105.0,No Failure
4942,Low,303.5,312.6,1602.0,34.2,108.0,No Failure
4943,High,303.6,312.6,1436.0,42.0,110.0,No Failure
4944,Medium,303.6,312.7,1765.0,27.5,115.0,No Failure
4945,Low,303.6,312.7,1418.0,44.1,118.0,No Failure
4946,Medium,303.7,312.7,1669.0,31.7,120.0,No Failure
4947,Low,303.7,312.7,1395.0,53.9,123.0,No Failure
4948,Medium,303.8,312.7,1500.0,41.7,125.0,No Failure
4949,Medium,303.8,312.7,1555.0,33.4,128.0,No Failure
4950,Medium,303.8,312.7,1895.5,20.2,131.0,No Failure
4951,Low,303.8,312.7,1596.0,36.6,134.0,No Failure
4952,Medium,303.8,312.7,1374.0,53.6,136.0,No Failure
4953,Low,303.7,312.5,1670.0,26.1,139.0,No Failure
4954,Low,303.7,312.6,1702.0,29.1,141.0,No Failure
4955,Medium,303.8,312.5,1366.0,45.1,143.0,No Failure
4956,Medium,303.8,312.5,1895.5,15.2,146.0,No Failure
4957,Medium,303.8,312.6,1768.0,23.9,149.0,No Failure
4958,Low,303.8,312.5,1523.0,47.0,152.0,No Failure
4959,Low,303.8,312.6,1735.0,25.9,154.0,No Failure
4960,Low,303.9,312.7,1339.0,62.3,156.0,No Failure
4961,Low,303.9,312.7,1800.0,24.3,158.0,No Failure
4962,Medium,304.0,312.7,1456.0,51.2,160.0,No Failure
4963,Low,303.9,312.7,1789.0,24.4,163.0,No Failure
4964,Low,303.9,312.7,1602.0,33.9,165.0,No Failure
4965,Medium,303.8,312.7,1364.0,49.3,167.0,No Failure
4966,Low,303.8,312.6,1793.0,28.1,170.0,No Failure
4967,Low,303.9,312.6,1426.0,53.4,172.0,No Failure
4968,Medium,303.9,312.7,1485.0,43.3,174.0,No Failure
4969,Low,303.9,312.7,1528.0,38.4,177.0,No Failure
4970,Low,303.8,312.6,1565.0,36.0,179.0,No Failure
4971,Low,303.8,312.7,1838.0,27.8,181.0,No Failure
4972,High,303.8,312.6,1811.0,24.9,183.0,No Failure
4973,Low,303.8,312.7,1461.0,38.2,188.0,No Failure
4974,Low,303.8,312.7,1414.0,41.7,190.0,No Failure
4975,Low,303.7,312.7,1426.0,45.5,192.0,No Failure
4976,Low,303.7,312.7,1359.0,56.8,194.0,Overstrain Failure
4977,Low,303.7,312.7,1540.0,44.8,196.0,No Failure
4978,Low,303.6,312.7,1429.0,47.7,198.0,No Failure
4979,Medium,303.7,312.7,1612.0,36.3,200.0,No Failure
4980,Medium,303.7,312.8,1685.0,31.8,203.0,No Failure
4981,Medium,303.7,312.8,1558.0,37.7,206.0,No Failure
4982,Low,303.7,313.0,1811.0,24.3,209.0,No Failure
4983,Low,303.8,313.1,1869.0,25.8,211.0,No Failure
4984,Low,303.8,313.1,1256.0,58.7,213.0,Overstrain Failure
4985,Medium,303.8,313.0,1789.0,23.5,215.0,No Failure
4986,Low,303.7,312.9,1502.0,40.5,0.0,No Failure
4987,Medium,303.7,313.0,1303.0,54.4,2.0,No Failure
4988,Low,303.8,313.1,1895.5,13.0,5.0,Power Failure
4989,Low,303.9,313.2,1499.0,37.4,7.0,No Failure
4990,Low,303.9,313.2,1393.0,46.5,9.0,No Failure
4991,Medium,303.9,313.0,1475.0,41.0,11.0,No Failure
4992,Low,303.8,312.9,1573.0,34.6,14.0,No Failure
4993,Low,303.8,312.9,1819.0,23.7,16.0,No Failure
4994,Medium,303.5,312.6,1642.0,29.4,18.0,No Failure
4995,Low,303.6,312.6,1540.0,39.8,21.0,No Failure
4996,Medium,303.6,312.8,1400.0,43.2,23.0,No Failure
4997,Medium,303.6,312.8,1895.5,12.800000000000011,26.0,Power Failure
4998,Medium,303.6,312.8,1825.0,25.2,29.0,No Failure
4999,Medium,303.7,312.9,1532.0,41.3,32.0,No Failure
5000,Low,303.7,312.8,1832.0,23.6,35.0,No Failure
5001,Medium,303.6,312.7,1895.5,17.6,37.0,No Failure
5002,Low,303.7,312.8,1627.0,31.7,40.0,No Failure
5003,Low,303.7,312.8,1437.0,51.3,42.0,No Failure
5004,Low,303.7,312.8,1364.0,46.3,44.0,No Failure
5005,Medium,303.7,312.9,1444.0,52.7,46.0,No Failure
5006,Medium,303.7,312.8,1366.0,47.3,49.0,No Failure
5007,Low,303.8,312.9,1442.0,48.3,52.0,No Failure
5008,High,303.7,312.8,1488.0,42.8,54.0,No Failure
5009,Low,303.7,312.8,1523.0,40.7,59.0,No Failure
5010,Low,303.7,312.8,1543.0,38.3,61.0,No Failure
5011,Medium,303.7,312.8,1634.0,33.8,63.0,No Failure
5012,Medium,303.8,312.9,1815.0,27.8,66.0,No Failure
5013,Medium,303.8,312.9,1594.0,35.2,69.0,No Failure
5014,Low,303.8,313.0,1452.0,38.6,72.0,No Failure
5015,Low,303.9,313.0,1759.0,28.4,74.0,No Failure
5016,Low,303.9,313.0,1408.0,47.5,76.0,No Failure
5017,Low,303.9,313.0,1483.0,45.0,78.0,No Failure
5018,Medium,303.9,313.0,1620.0,36.6,80.0,No Failure
5019,Medium,304.0,313.1,1466.0,39.5,83.0,No Failure
5020,Low,304.1,313.1,1556.0,36.3,86.0,No Failure
5021,Low,304.0,313.0,1350.0,61.1,88.0,No Failure
5022,Low,304.0,313.1,1404.0,47.1,90.0,No Failure
5023,Medium,304.0,313.0,1575.0,34.5,92.0,No Failure
5024,Low,303.9,313.1,1639.0,29.0,95.0,No Failure
5025,Medium,303.9,313.1,1473.0,42.8,97.0,No Failure
